ID,Honey,Bee,Bee Debris Solid,Bee Debris Liquid,Propolis in Solvant,Iaise Hive 1,Ralph's Hand,Beeswax ,Outside Hive,Inside Hive,Scrapper,Propolis no solvent ,Analysis Type,Location
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacteriaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria,0,7.52152,0.78626,1.72865,0,0,0,0,0,9.35404,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria,0,7.52152,0.78626,1.72865,0,0,0,0,0,9.35404,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,0,7.09659,0.04833,1.72865,0,0,0,0,0,9.09274,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae,0,0,0,1.72865,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified,0,0,0,1.72865,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Agromyces,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Curtobacterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa|t__Rothia_dentocariosa_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae,0,0,0.04833,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Nocardioides,0,0,0.04833,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_unclassified,0,0,0.04833,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0,7.09659,0,0,0,0,0,0,0,9.09274,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified,0,7.09659,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,0,0,0,0,0,0,0,0,0,9.09274,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes,0,0,0,0,0,0,0,0,0,9.09274,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes|t__Propionibacterium_acnes_unclassified,0,0,0,0,0,0,0,0,0,9.09274,0,3.48881,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,0,0.42493,0.73793,0,0,0,0,0,0,0.2613,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,0,0.42493,0.73793,0,0,0,0,0,0,0.2613,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,0,0.42493,0.73793,0,0,0,0,0,0,0.2613,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides,0,0.42493,0.73793,0,0,0,0,0,0,0.2613,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_asteroides|t__GCF_000304215,0,0.42493,0.73793,0,0,0,0,0,0,0.2613,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Solirubrobacterales_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes,6.79583,1.00014,0.0132,7.74218,0,0,0,0,0,0.73031,0,4.60205,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens|t__Prevotella_disiens_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Cytophagia,2.85449,0,0,0,0,0,0,0,0,0.06729,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales,2.85449,0,0,0,0,0,0,0,0,0.06729,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae,2.85449,0,0,0,0,0,0,0,0,0.06729,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter,2.85449,0,0,0,0,0,0,0,0,0.06729,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Hymenobacter|s__Hymenobacter_unclassified,2.85449,0,0,0,0,0,0,0,0,0.06729,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,0,1.00014,0.0132,0,0,0,0,0,0,0.66302,0,4.60205,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,0,1.00014,0.0132,0,0,0,0,0,0,0.66302,0,4.60205,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,0,1.00014,0.0132,0,0,0,0,0,0,0.66302,0,4.60205,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium,0,0,0.0132,0,0,0,0,0,0,0.09249,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_unclassified,0,0,0.0132,0,0,0,0,0,0,0.09249,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella,0,1.00014,0,0,0,0,0,0,0,0.57054,0,4.60205,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Riemerella_unclassified,0,1.00014,0,0,0,0,0,0,0,0.57054,0,4.60205,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,3.94134,0,0,7.74218,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales,3.94134,0,0,7.74218,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae,3.94134,0,0,7.74218,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter,3.94134,0,0,7.74218,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_unclassified,3.94134,0,0,7.74218,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Cyanobacteria,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Microcoleus|s__Microcoleus_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus,2.45905,0.79581,0.51741,5.59296,0,0,0,0,0,0.45084,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci,2.45905,0.79581,0.51741,5.59296,0,0,0,0,0,0.45084,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales,2.45905,0.79581,0.51741,5.59296,0,0,0,0,0,0.45084,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae,2.45905,0.79581,0.01762,5.59296,0,0,0,0,0,0.45084,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus,2.45905,0.79581,0.01762,5.59296,0,0,0,0,0,0.45084,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_aquatilis,0,0,0.01762,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_aquatilis|t__GCF_000378445,0,0,0.01762,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_unclassified,2.45905,0.79581,0,5.59296,0,0,0,0,0,0.45084,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcales_unclassified,0,0,0.4998,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes,0,1.44737,8.44451,6.07752,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli,0,1.44737,8.44451,6.07752,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0,1.30208,8.40571,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_megaterium|t__Bacillus_megaterium_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae,0,1.30208,8.40571,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina,0,1.30208,8.40571,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_newyorkensis,0,1.30208,8.40571,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_newyorkensis|t__GCF_000220335,0,1.30208,8.40571,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__Staphylococcus_epidermidis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,0,0.14529,0.03879,6.07752,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,0,0,0.03879,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium,0,0,0.03879,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_maltaromaticum,0,0,0.03879,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_maltaromaticum|t__Carnobacterium_maltaromaticum_unclassified,0,0,0.03879,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0,0,0,1.31052,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0,0,0,1.31052,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus,0,0,0,1.31052,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__Enterococcus_casseliflavus_unclassified,0,0,0,1.31052,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus|s__Fructobacillus_fructosus,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Fructobacillus|s__Fructobacillus_fructosus|t__GCF_000185045,0,0,0,0,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,0,0.14529,0,4.76701,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,0,0,0,4.76701,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,0,0,0,4.76701,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified,0,0,0,4.76701,0,0,0,0,0,0,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,0,0.14529,0,0,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,0,0.14529,0,0,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified,0,0.14529,0,0,0,0,0,0,0,0.21537,0,0,Metaphlan2_Analysis,CROWN HEIGHTS - LANGSTROTH
